S.No,Date,Item,Season,Amount,Quantity,Order Type,Final Amount
875,2023-01-19,Joint Biryani,Winter,349,2,Offline,349
876,2023-01-12,Pot Biryani,Winter,399,1,Offline,399
877,2022-11-04,Dum Biryani,Winter,299,3,Offline,299
878,2022-12-31,Moghlai Biryani,Winter,349,2,Online,399
879,2022-10-30,Mini Meals,Winter,80,1,Online,130
880,2023-01-26,Full Meals,Winter,120,1,Offline,120
881,2023-04-20,Mini Meals,Summer,80,2,Offline,80
882,2022-11-19,Full Meals,Winter,120,2,Online,170
883,2022-07-19,Fry Piece Biryani,Rainy,329,3,Online,379
884,2022-06-26,Mini Meals,Rainy,80,2,Offline,80
885,2023-05-06,Joint Biryani,Summer,349,1,Offline,349
886,2022-10-31,Mini Meals,Winter,80,2,Offline,80
887,2023-02-21,Pot Biryani,Winter,399,1,Offline,399
888,2023-03-24,Full Meals,Summer,120,1,Online,170
889,2022-10-22,Paneer Biryani,Winter,319,2,Offline,319
890,2023-05-13,Mini Meals,Summer,80,3,Online,130
891,2023-07-11,Joint Biryani,Rainy,349,2,Offline,349
892,2023-03-10,Full Meals,Summer,120,1,Online,170
893,2022-12-16,Fry Piece Biryani,Winter,329,2,Online,379
894,2023-08-29,Fry Piece Biryani,Rainy,329,3,Online,379
895,2022-06-11,Joint Biryani,Rainy,349,3,Offline,349
896,2022-02-17,Full Meals,Winter,120,3,Online,170
897,2022-12-03,Moghlai Biryani,Winter,349,2,Offline,349
898,2022-05-26,Dum Biryani,Summer,299,2,Offline,299
899,2022-11-16,Mini Meals,Winter,80,2,Offline,80
900,2022-02-23,Moghlai Biryani,Winter,349,1,Offline,349
901,2023-07-09,Mini Meals,Rainy,80,3,Online,130
902,2023-06-01,Paneer Biryani,Rainy,319,3,Online,369
903,2023-02-20,Moghlai Biryani,Winter,349,2,Online,399
904,2022-09-23,Pot Biryani,Rainy,399,2,Online,449
905,2023-06-27,Pot Biryani,Rainy,399,3,Online,449
906,2022-08-15,Dum Biryani,Rainy,299,2,Online,349
907,2022-12-07,Fry Piece Biryani,Winter,329,3,Online,379
908,2022-10-21,Lollipop Biryani,Winter,329,2,Online,379
909,2022-11-26,Paneer Biryani,Winter,319,3,Online,369
910,2022-10-07,Moghlai Biryani,Winter,349,1,Online,399
911,2022-10-22,Mini Meals,Winter,80,1,Offline,80
912,2023-06-22,Pot Biryani,Rainy,399,1,Online,449
913,2022-03-13,Fry Piece Biryani,Summer,329,2,Offline,329
914,2022-08-26,Mini Meals,Rainy,80,1,Online,130
915,2022-05-15,Full Meals,Summer,120,3,Online,170
916,2022-02-26,Mini Meals,Winter,80,1,Offline,80
917,2022-02-19,Full Meals,Winter,120,1,Offline,120
918,2023-01-23,Lollipop Biryani,Winter,329,1,Offline,329
919,2022-03-10,Pot Biryani,Summer,399,2,Online,449
920,2023-05-17,Full Meals,Summer,120,3,Online,170
921,2022-08-29,Paneer Biryani,Rainy,319,1,Online,369
922,2023-04-29,Pot Biryani,Summer,399,1,Online,449
923,2022-11-25,Mini Meals,Winter,80,2,Offline,80
924,2023-03-15,Full Meals,Summer,120,3,Online,170
925,2023-08-31,Fry Piece Biryani,Rainy,329,3,Online,379
926,2022-04-16,Paneer Biryani,Summer,319,2,Online,369
927,2022-05-12,Lollipop Biryani,Summer,329,3,Online,379
928,2022-11-19,Paneer Biryani,Winter,319,1,Offline,319
929,2022-11-25,Joint Biryani,Winter,349,1,Offline,349
930,2022-05-28,Full Meals,Summer,120,3,Online,170
931,2022-03-19,Mini Meals,Summer,80,3,Offline,80
932,2022-11-22,Paneer Biryani,Winter,319,2,Online,369
933,2022-08-17,Full Meals,Rainy,120,3,Offline,120
934,2022-07-11,Lollipop Biryani,Rainy,329,2,Offline,329
935,2022-09-02,Mini Meals,Rainy,80,2,Online,130
936,2023-07-15,Joint Biryani,Rainy,349,1,Online,399
937,2022-02-14,Paneer Biryani,Winter,319,1,Offline,319
938,2023-04-22,Mini Meals,Summer,80,2,Online,130
939,2022-08-22,Full Meals,Rainy,120,1,Online,170
940,2022-02-17,Mini Meals,Winter,80,3,Online,130
941,2023-06-21,Mini Meals,Rainy,80,2,Online,130
942,2023-06-07,Lollipop Biryani,Rainy,329,1,Online,379
943,2023-05-16,Mini Meals,Summer,80,2,Online,130
944,2023-05-16,Paneer Biryani,Summer,319,3,Offline,319
945,2023-05-04,Mini Meals,Summer,80,1,Online,130
946,2023-04-18,Fry Piece Biryani,Summer,329,2,Offline,329
947,2023-08-30,Paneer Biryani,Rainy,319,3,Offline,319
948,2022-06-20,Joint Biryani,Rainy,349,2,Offline,349
949,2022-04-28,Mini Meals,Summer,80,2,Online,130
950,2023-04-27,Full Meals,Summer,120,2,Offline,120
951,2022-08-20,Mini Meals,Rainy,80,2,Online,130
952,2023-06-13,Full Meals,Rainy,120,3,Online,170
953,2023-06-09,Joint Biryani,Rainy,349,1,Offline,349
954,2023-01-22,Moghlai Biryani,Winter,349,3,Online,399
955,2023-08-29,Lollipop Biryani,Rainy,329,1,Online,379
956,2023-04-01,Lollipop Biryani,Summer,329,1,Online,379
957,2023-04-18,Joint Biryani,Summer,349,3,Offline,349
958,2023-03-04,Fry Piece Biryani,Summer,329,1,Online,379
959,2022-11-21,Fry Piece Biryani,Winter,329,1,Online,379
960,2022-09-11,Full Meals,Rainy,120,3,Offline,120
961,2022-04-11,Fry Piece Biryani,Summer,329,2,Online,379
962,2023-06-15,Moghlai Biryani,Rainy,349,1,Online,399
963,2022-10-27,Full Meals,Winter,120,3,Offline,120
964,2022-01-29,Paneer Biryani,Winter,319,3,Online,369
965,2023-03-12,Joint Biryani,Summer,349,3,Online,399
966,2023-04-06,Joint Biryani,Summer,349,3,Offline,349
967,2022-09-22,Pot Biryani,Rainy,399,3,Online,449
968,2022-08-05,Full Meals,Rainy,120,2,Online,170
969,2023-08-09,Mini Meals,Rainy,80,3,Online,130
970,2022-03-13,Full Meals,Summer,120,3,Online,170
971,2023-08-29,Joint Biryani,Rainy,349,2,Offline,349
972,2023-08-17,Mini Meals,Rainy,80,3,Online,130
973,2023-06-14,Joint Biryani,Rainy,349,1,Online,399
974,2022-09-26,Full Meals,Rainy,120,2,Online,170
975,2023-04-04,Mini Meals,Summer,80,2,Offline,80
976,2023-01-15,Full Meals,Winter,120,2,Offline,120
977,2022-04-16,Lollipop Biryani,Summer,329,2,Offline,329
978,2023-04-25,Lollipop Biryani,Summer,329,2,Online,379
979,2022-01-03,Mini Meals,Winter,80,1,Online,130
980,2022-12-26,Moghlai Biryani,Winter,349,2,Offline,349
981,2022-02-03,Fry Piece Biryani,Winter,329,2,Online,379
982,2022-05-03,Paneer Biryani,Summer,319,3,Online,369
983,2022-11-03,Full Meals,Winter,120,1,Offline,120
984,2022-04-01,Mini Meals,Summer,80,1,Offline,80
985,2022-01-30,Fry Piece Biryani,Winter,329,1,Offline,329
986,2023-07-29,Pot Biryani,Rainy,399,2,Offline,399
987,2022-05-03,Full Meals,Summer,120,1,Offline,120
988,2023-01-01,Mini Meals,Winter,80,2,Offline,80
989,2022-03-01,Dum Biryani,Summer,299,2,Online,349
990,2022-05-25,Full Meals,Summer,120,1,Online,170
991,2022-08-30,Full Meals,Rainy,120,1,Online,170
992,2022-10-14,Full Meals,Winter,120,1,Online,170
993,2022-03-02,Moghlai Biryani,Summer,349,3,Online,399
994,2022-07-10,Lollipop Biryani,Rainy,329,3,Online,379
995,2022-06-13,Dum Biryani,Rainy,299,3,Offline,299
996,2023-05-20,Fry Piece Biryani,Summer,329,1,Online,379
997,2022-07-09,Full Meals,Rainy,120,2,Online,170
998,2023-03-23,Full Meals,Summer,120,3,Offline,120
999,2023-08-30,Lollipop Biryani,Rainy,329,3,Online,379
1000,2022-07-28,Mini Meals,Rainy,80,1,Offline,80
1001,2023-01-14,Mini Meals,Winter,80,1,Offline,80
1002,2023-06-09,Pot Biryani,Rainy,399,1,Offline,399
1003,2023-06-30,Full Meals,Rainy,120,1,Offline,120
1004,2022-01-06,Full Meals,Winter,120,1,Online,170
1005,2022-06-22,Moghlai Biryani,Rainy,349,3,Online,399
1006,2022-12-11,Mini Meals,Winter,80,3,Online,130
1007,2023-08-29,Pot Biryani,Rainy,399,3,Offline,399
1008,2023-04-13,Moghlai Biryani,Summer,349,1,Offline,349
1009,2022-11-11,Pot Biryani,Winter,399,3,Online,449
1010,2022-05-11,Mini Meals,Summer,80,1,Online,130
1011,2022-11-01,Full Meals,Winter,120,3,Online,170
1012,2022-02-18,Full Meals,Winter,120,3,Online,170
1013,2022-08-27,Pot Biryani,Rainy,399,3,Online,449
1014,2023-08-17,Paneer Biryani,Rainy,319,1,Offline,319
1015,2023-01-25,Dum Biryani,Winter,299,3,Online,349
1016,2023-07-01,Dum Biryani,Rainy,299,1,Online,349
1017,2022-12-17,Dum Biryani,Winter,299,2,Offline,299
1018,2023-08-11,Mini Meals,Rainy,80,1,Offline,80
1019,2023-07-29,Full Meals,Rainy,120,3,Online,170
1020,2022-12-18,Dum Biryani,Winter,299,3,Offline,299
1021,2022-12-24,Moghlai Biryani,Winter,349,3,Offline,349
1022,2023-01-01,Fry Piece Biryani,Winter,329,3,Offline,329
1023,2023-01-16,Mini Meals,Winter,80,1,Online,130
1024,2022-02-04,Mini Meals,Winter,80,3,Offline,80
1025,2022-05-28,Mini Meals,Summer,80,2,Offline,80
1026,2023-04-09,Paneer Biryani,Summer,319,1,Offline,319
1027,2022-08-17,Paneer Biryani,Rainy,319,3,Offline,319
1028,2022-06-24,Joint Biryani,Rainy,349,1,Online,399
1029,2022-01-19,Paneer Biryani,Winter,319,3,Online,369
1030,2022-11-11,Full Meals,Winter,120,2,Offline,120
1031,2022-11-30,Pot Biryani,Winter,399,1,Offline,399
1032,2023-07-15,Pot Biryani,Rainy,399,1,Online,449
1033,2023-03-13,Full Meals,Summer,120,2,Online,170
1034,2022-03-16,Full Meals,Summer,120,1,Online,170
1035,2022-04-11,Full Meals,Summer,120,1,Offline,120
1036,2023-08-16,Mini Meals,Rainy,80,1,Online,130
1037,2022-11-27,Mini Meals,Winter,80,1,Offline,80
1038,2022-10-11,Joint Biryani,Winter,349,3,Online,399
1039,2023-03-25,Pot Biryani,Summer,399,2,Online,449
1040,2022-02-25,Mini Meals,Winter,80,2,Online,130
1041,2023-06-05,Dum Biryani,Rainy,299,3,Online,349
1042,2023-05-28,Dum Biryani,Summer,299,1,Offline,299
1043,2022-10-12,Fry Piece Biryani,Winter,329,1,Online,379
1044,2022-12-07,Paneer Biryani,Winter,319,1,Offline,319
1045,2022-08-16,Lollipop Biryani,Rainy,329,3,Offline,329
1046,2022-03-06,Dum Biryani,Summer,299,3,Online,349
1047,2022-05-29,Full Meals,Summer,120,2,Online,170
1048,2023-02-21,Mini Meals,Winter,80,1,Online,130
1049,2022-11-29,Fry Piece Biryani,Winter,329,2,Offline,329
1050,2023-07-09,Paneer Biryani,Rainy,319,3,Online,369
1051,2022-12-10,Lollipop Biryani,Winter,329,1,Online,379
1052,2023-03-22,Pot Biryani,Summer,399,1,Online,449
1053,2022-10-15,Joint Biryani,Winter,349,2,Online,399
1054,2022-05-18,Mini Meals,Summer,80,1,Offline,80
1055,2022-08-29,Moghlai Biryani,Rainy,349,1,Offline,349
1056,2023-01-19,Dum Biryani,Winter,299,3,Online,349
1057,2022-06-14,Full Meals,Rainy,120,2,Offline,120
1058,2022-03-08,Lollipop Biryani,Summer,329,2,Offline,329
1059,2023-03-02,Paneer Biryani,Summer,319,2,Online,369
1060,2023-05-30,Joint Biryani,Summer,349,1,Offline,349
1061,2023-08-16,Full Meals,Rainy,120,3,Offline,120
1062,2023-06-08,Mini Meals,Rainy,80,3,Offline,80
1063,2022-12-18,Pot Biryani,Winter,399,3,Online,449
1064,2023-08-28,Mini Meals,Rainy,80,1,Offline,80
1065,2022-12-31,Fry Piece Biryani,Winter,329,1,Online,379
1066,2022-10-11,Mini Meals,Winter,80,1,Online,130
1067,2022-09-24,Full Meals,Rainy,120,3,Online,170
1068,2022-11-08,Lollipop Biryani,Winter,329,1,Offline,329
1069,2022-06-08,Paneer Biryani,Rainy,319,3,Online,369
1070,2023-08-23,Fry Piece Biryani,Rainy,329,3,Offline,329
1071,2023-04-23,Fry Piece Biryani,Summer,329,2,Offline,329
1072,2022-04-29,Mini Meals,Summer,80,3,Offline,80
1073,2022-06-23,Mini Meals,Rainy,80,2,Online,130
1074,2022-10-15,Full Meals,Winter,120,3,Offline,120
1075,2022-05-07,Mini Meals,Summer,80,2,Offline,80
1076,2022-02-18,Moghlai Biryani,Winter,349,1,Offline,349
1077,2022-10-17,Full Meals,Winter,120,3,Offline,120
1078,2023-04-22,Mini Meals,Summer,80,3,Online,130
1079,2022-05-26,Mini Meals,Summer,80,2,Offline,80
1080,2023-04-07,Pot Biryani,Summer,399,3,Online,449
1081,2022-08-16,Moghlai Biryani,Rainy,349,1,Online,399
1082,2022-06-10,Mini Meals,Rainy,80,2,Online,130
1083,2022-04-22,Mini Meals,Summer,80,3,Online,130
1084,2022-12-07,Pot Biryani,Winter,399,3,Offline,399
1085,2022-07-20,Moghlai Biryani,Rainy,349,1,Online,399
1086,2023-08-18,Full Meals,Rainy,120,1,Offline,120
1087,2022-11-30,Full Meals,Winter,120,3,Online,170
1088,2022-08-27,Mini Meals,Rainy,80,1,Offline,80
1089,2023-03-22,Pot Biryani,Summer,399,2,Online,449
1090,2023-07-20,Full Meals,Rainy,120,3,Online,170
1091,2023-07-20,Mini Meals,Rainy,80,3,Offline,80
1092,2023-01-17,Lollipop Biryani,Winter,329,1,Offline,329
1093,2023-04-29,Full Meals,Summer,120,3,Offline,120
1094,2022-05-24,Mini Meals,Summer,80,1,Online,130
1095,2023-05-11,Joint Biryani,Summer,349,3,Online,399
1096,2023-07-16,Joint Biryani,Rainy,349,1,Online,399
1097,2022-09-05,Lollipop Biryani,Rainy,329,3,Offline,329
1098,2022-01-17,Moghlai Biryani,Winter,349,3,Offline,349
1099,2022-06-11,Joint Biryani,Rainy,349,3,Online,399
1100,2022-12-15,Mini Meals,Winter,80,1,Online,130
1101,2022-11-06,Moghlai Biryani,Winter,349,1,Online,399
1102,2022-04-10,Pot Biryani,Summer,399,2,Online,449
1103,2022-06-26,Mini Meals,Rainy,80,2,Offline,80
1104,2022-07-23,Full Meals,Rainy,120,3,Online,170
1105,2023-05-30,Lollipop Biryani,Summer,329,2,Offline,329
1106,2022-05-27,Full Meals,Summer,120,1,Online,170
1107,2022-08-10,Full Meals,Rainy,120,3,Online,170
1108,2022-11-01,Mini Meals,Winter,80,1,Offline,80
1109,2023-08-23,Lollipop Biryani,Rainy,329,1,Offline,329
1110,2022-12-29,Mini Meals,Winter,80,2,Online,130
1111,2022-03-16,Joint Biryani,Summer,349,1,Offline,349
1112,2022-08-08,Moghlai Biryani,Rainy,349,2,Offline,349
1113,2022-01-06,Lollipop Biryani,Winter,329,1,Online,379
1114,2022-10-07,Lollipop Biryani,Winter,329,3,Online,379
1115,2022-02-12,Full Meals,Winter,120,1,Offline,120
1116,2023-02-14,Full Meals,Winter,120,1,Offline,120
1117,2023-05-23,Full Meals,Summer,120,2,Offline,120
1118,2022-09-24,Dum Biryani,Rainy,299,3,Online,349
1119,2022-02-25,Mini Meals,Winter,80,3,Offline,80
1120,2022-03-08,Mini Meals,Summer,80,1,Offline,80
1121,2023-05-27,Dum Biryani,Summer,299,3,Offline,299
1122,2022-06-10,Dum Biryani,Rainy,299,3,Online,349
1123,2022-10-31,Lollipop Biryani,Winter,329,3,Online,379
1124,2023-07-05,Mini Meals,Rainy,80,1,Offline,80
1125,2022-10-07,Mini Meals,Winter,80,3,Offline,80
1126,2023-05-01,Lollipop Biryani,Summer,329,3,Offline,329
1127,2022-01-12,Mini Meals,Winter,80,3,Online,130
1128,2023-04-04,Dum Biryani,Summer,299,2,Online,349
1129,2023-01-29,Full Meals,Winter,120,2,Online,170
1130,2023-02-02,Mini Meals,Winter,80,2,Offline,80
1131,2023-05-28,Joint Biryani,Summer,349,1,Online,399
1132,2022-05-02,Full Meals,Summer,120,1,Online,170
1133,2022-09-03,Full Meals,Rainy,120,1,Offline,120
1134,2023-05-31,Mini Meals,Summer,80,1,Offline,80
1135,2023-05-21,Mini Meals,Summer,80,2,Offline,80
1136,2023-01-24,Mini Meals,Winter,80,2,Offline,80
1137,2023-02-23,Paneer Biryani,Winter,319,2,Online,369
1138,2022-12-02,Fry Piece Biryani,Winter,329,2,Online,379
1139,2023-07-13,Paneer Biryani,Rainy,319,1,Offline,319
1140,2022-10-06,Full Meals,Winter,120,1,Offline,120
1141,2023-03-08,Paneer Biryani,Summer,319,1,Online,369
1142,2022-06-22,Full Meals,Rainy,120,1,Offline,120
1143,2022-03-23,Full Meals,Summer,120,1,Online,170
1144,2022-07-18,Mini Meals,Rainy,80,3,Online,130
1145,2023-02-02,Pot Biryani,Winter,399,3,Offline,399
1146,2022-02-04,Fry Piece Biryani,Winter,329,1,Offline,329
1147,2022-11-25,Dum Biryani,Winter,299,2,Online,349
1148,2023-02-10,Mini Meals,Winter,80,2,Offline,80
1149,2023-07-12,Fry Piece Biryani,Rainy,329,1,Online,379
1150,2022-03-01,Mini Meals,Summer,80,3,Offline,80
1151,2022-01-01,Lollipop Biryani,Winter,329,3,Offline,329
1152,2023-03-30,Full Meals,Summer,120,1,Offline,120
1153,2022-12-22,Lollipop Biryani,Winter,329,1,Offline,329
1154,2022-11-16,Mini Meals,Winter,80,2,Offline,80
1155,2023-02-01,Full Meals,Winter,120,2,Offline,120
1156,2023-03-15,Lollipop Biryani,Summer,329,3,Offline,329
1157,2022-08-28,Mini Meals,Rainy,80,3,Online,130
1158,2023-05-31,Mini Meals,Summer,80,2,Offline,80
1159,2023-05-06,Paneer Biryani,Summer,319,2,Online,369
1160,2023-08-13,Moghlai Biryani,Rainy,349,2,Offline,349
1161,2023-02-01,Full Meals,Winter,120,1,Offline,120
1162,2023-05-01,Mini Meals,Summer,80,2,Offline,80
1163,2023-08-12,Mini Meals,Rainy,80,2,Offline,80
1164,2023-07-22,Moghlai Biryani,Rainy,349,2,Offline,349
1165,2022-01-20,Paneer Biryani,Winter,319,2,Offline,319
1166,2022-07-14,Mini Meals,Rainy,80,3,Offline,80
1167,2023-01-11,Dum Biryani,Winter,299,1,Offline,299
1168,2023-02-09,Lollipop Biryani,Winter,329,1,Online,379
1169,2022-12-08,Fry Piece Biryani,Winter,329,3,Offline,329
1170,2023-01-31,Moghlai Biryani,Winter,349,2,Offline,349
1171,2022-08-05,Joint Biryani,Rainy,349,3,Online,399
1172,2022-03-03,Moghlai Biryani,Summer,349,1,Online,399
1173,2023-03-22,Full Meals,Summer,120,2,Offline,120
1174,2023-04-27,Mini Meals,Summer,80,2,Online,130
1175,2022-02-12,Joint Biryani,Winter,349,2,Online,399
1176,2022-03-19,Fry Piece Biryani,Summer,329,3,Online,379
1177,2022-01-30,Lollipop Biryani,Winter,329,1,Online,379
1178,2023-08-16,Pot Biryani,Rainy,399,3,Offline,399
1179,2023-01-26,Lollipop Biryani,Winter,329,1,Online,379
1180,2022-10-06,Joint Biryani,Winter,349,1,Offline,349
1181,2023-02-11,Paneer Biryani,Winter,319,2,Online,369
1182,2023-02-28,Fry Piece Biryani,Winter,329,3,Online,379
1183,2022-01-02,Mini Meals,Winter,80,2,Offline,80
1184,2023-01-13,Full Meals,Winter,120,3,Online,170
1185,2022-08-26,Mini Meals,Rainy,80,3,Offline,80
1186,2023-04-22,Moghlai Biryani,Summer,349,2,Online,399
1187,2022-03-08,Joint Biryani,Summer,349,2,Online,399
1188,2023-07-26,Joint Biryani,Rainy,349,1,Online,399
1189,2022-11-08,Lollipop Biryani,Winter,329,2,Online,379
1190,2022-01-17,Mini Meals,Winter,80,2,Offline,80
1191,2023-06-17,Moghlai Biryani,Rainy,349,1,Online,399
1192,2023-03-04,Mini Meals,Summer,80,2,Offline,80
1193,2023-01-15,Dum Biryani,Winter,299,3,Online,349
1194,2023-03-04,Pot Biryani,Summer,399,3,Offline,399
1195,2022-04-09,Mini Meals,Summer,80,2,Offline,80
1196,2023-01-20,Lollipop Biryani,Winter,329,2,Online,379
1197,2022-10-11,Dum Biryani,Winter,299,3,Offline,299
1198,2023-05-13,Full Meals,Summer,120,3,Offline,120
1199,2023-07-22,Mini Meals,Rainy,80,2,Online,130
1200,2022-01-11,Pot Biryani,Winter,399,2,Online,449
1201,2023-03-18,Pot Biryani,Summer,399,3,Online,449
1202,2022-05-19,Full Meals,Summer,120,1,Online,170
1203,2022-11-02,Paneer Biryani,Winter,319,3,Offline,319
1204,2022-07-22,Lollipop Biryani,Rainy,329,1,Online,379
1205,2022-08-29,Joint Biryani,Rainy,349,2,Online,399
1206,2022-03-25,Full Meals,Summer,120,1,Online,170
1207,2022-05-08,Joint Biryani,Summer,349,3,Online,399
1208,2023-04-29,Fry Piece Biryani,Summer,329,1,Offline,329
1209,2022-01-29,Dum Biryani,Winter,299,2,Offline,299
1210,2022-03-18,Paneer Biryani,Summer,319,1,Offline,319
1211,2022-07-18,Full Meals,Rainy,120,1,Online,170
1212,2023-08-07,Moghlai Biryani,Rainy,349,2,Offline,349
1213,2022-03-04,Joint Biryani,Summer,349,2,Online,399
1214,2022-04-23,Mini Meals,Summer,80,2,Online,130
1215,2022-07-03,Full Meals,Rainy,120,3,Online,170
1216,2023-05-01,Full Meals,Summer,120,2,Offline,120
1217,2022-06-28,Lollipop Biryani,Rainy,329,1,Offline,329
1218,2022-05-05,Joint Biryani,Summer,349,2,Offline,349
1219,2022-12-07,Fry Piece Biryani,Winter,329,3,Offline,329
1220,2023-01-25,Fry Piece Biryani,Winter,329,2,Offline,329
1221,2023-03-22,Dum Biryani,Summer,299,3,Offline,299
1222,2022-06-21,Lollipop Biryani,Rainy,329,3,Online,379
1223,2023-06-28,Paneer Biryani,Rainy,319,1,Online,369
1224,2023-07-17,Dum Biryani,Rainy,299,2,Online,349
1225,2022-09-19,Mini Meals,Rainy,80,1,Offline,80
1226,2022-08-22,Fry Piece Biryani,Rainy,329,1,Offline,329
1227,2022-09-05,Mini Meals,Rainy,80,1,Online,130
1228,2022-06-01,Mini Meals,Rainy,80,1,Offline,80
1229,2022-05-18,Paneer Biryani,Summer,319,3,Online,369
1230,2023-06-26,Pot Biryani,Rainy,399,3,Offline,399
1231,2023-07-31,Mini Meals,Rainy,80,1,Online,130
1232,2022-04-09,Lollipop Biryani,Summer,329,2,Offline,329
1233,2022-04-24,Paneer Biryani,Summer,319,1,Online,369
1234,2023-03-29,Mini Meals,Summer,80,1,Offline,80
1235,2022-12-23,Dum Biryani,Winter,299,2,Offline,299
1236,2022-09-08,Paneer Biryani,Rainy,319,3,Online,369
1237,2022-10-17,Lollipop Biryani,Winter,329,3,Online,379
1238,2022-08-04,Full Meals,Rainy,120,2,Offline,120
1239,2023-01-22,Joint Biryani,Winter,349,1,Offline,349
1240,2023-01-21,Mini Meals,Winter,80,3,Online,130
1241,2022-06-03,Pot Biryani,Rainy,399,1,Offline,399
1242,2022-10-25,Moghlai Biryani,Winter,349,2,Online,399
1243,2022-08-13,Mini Meals,Rainy,80,1,Offline,80
1244,2023-07-26,Paneer Biryani,Rainy,319,1,Online,369
1245,2023-01-09,Mini Meals,Winter,80,2,Offline,80
1246,2022-04-21,Paneer Biryani,Summer,319,1,Online,369
1247,2022-05-20,Joint Biryani,Summer,349,2,Offline,349
1248,2022-08-14,Full Meals,Rainy,120,2,Online,170
1249,2023-08-01,Mini Meals,Rainy,80,1,Online,130
1250,2023-08-28,Joint Biryani,Rainy,349,2,Online,399
1251,2022-01-21,Full Meals,Winter,120,1,Online,170
1252,2022-05-22,Full Meals,Summer,120,1,Online,170
1253,2022-08-03,Full Meals,Rainy,120,1,Online,170
1254,2022-12-18,Paneer Biryani,Winter,319,3,Offline,319
1255,2023-03-23,Joint Biryani,Summer,349,1,Online,399
1256,2022-08-08,Joint Biryani,Rainy,349,2,Online,399
1257,2023-04-01,Dum Biryani,Summer,299,2,Offline,299
1258,2022-11-27,Full Meals,Winter,120,2,Online,170
1259,2023-02-05,Pot Biryani,Winter,399,1,Online,449
1260,2022-09-07,Dum Biryani,Rainy,299,3,Online,349
1261,2023-01-08,Fry Piece Biryani,Winter,329,3,Online,379
1262,2022-04-09,Joint Biryani,Summer,349,2,Offline,349
1263,2023-02-13,Fry Piece Biryani,Winter,329,3,Offline,329
1264,2022-10-16,Joint Biryani,Winter,349,3,Offline,349
1265,2022-03-06,Joint Biryani,Summer,349,3,Offline,349
1266,2022-12-14,Mini Meals,Winter,80,3,Online,130
1267,2022-11-16,Moghlai Biryani,Winter,349,3,Online,399
1268,2022-02-05,Pot Biryani,Winter,399,1,Online,449
1269,2023-03-24,Moghlai Biryani,Summer,349,2,Online,399
1270,2022-01-01,Dum Biryani,Winter,299,2,Online,349
1271,2023-01-03,Dum Biryani,Winter,299,1,Online,349
1272,2023-06-03,Fry Piece Biryani,Rainy,329,3,Offline,329
1273,2022-01-16,Full Meals,Winter,120,3,Online,170
1274,2022-01-08,Full Meals,Winter,120,3,Online,170
1275,2022-05-21,Full Meals,Summer,120,2,Offline,120
1276,2023-03-25,Lollipop Biryani,Summer,329,3,Offline,329
1277,2022-11-29,Paneer Biryani,Winter,319,2,Offline,319
1278,2022-04-10,Full Meals,Summer,120,2,Offline,120
1279,2023-02-21,Dum Biryani,Winter,299,3,Online,349
1280,2022-06-15,Full Meals,Rainy,120,3,Offline,120
1281,2022-08-24,Pot Biryani,Rainy,399,2,Online,449
1282,2023-05-13,Full Meals,Summer,120,1,Online,170
1283,2023-06-08,Moghlai Biryani,Rainy,349,2,Offline,349
1284,2022-11-15,Joint Biryani,Winter,349,1,Online,399
1285,2022-02-07,Mini Meals,Winter,80,3,Online,130
1286,2022-06-21,Pot Biryani,Rainy,399,3,Online,449
1287,2022-01-08,Fry Piece Biryani,Winter,329,1,Offline,329
1288,2022-01-04,Lollipop Biryani,Winter,329,3,Offline,329
1289,2022-12-24,Mini Meals,Winter,80,3,Offline,80
1290,2023-03-02,Mini Meals,Summer,80,1,Online,130
1291,2023-06-05,Pot Biryani,Rainy,399,3,Offline,399
1292,2023-07-09,Full Meals,Rainy,120,2,Online,170
1293,2022-07-01,Full Meals,Rainy,120,2,Online,170
1294,2023-02-22,Full Meals,Winter,120,1,Offline,120
1295,2022-02-21,Full Meals,Winter,120,2,Offline,120
1296,2023-03-11,Moghlai Biryani,Summer,349,3,Online,399
1297,2022-03-19,Full Meals,Summer,120,2,Online,170
1298,2022-11-02,Dum Biryani,Winter,299,2,Online,349
1299,2022-09-20,Joint Biryani,Rainy,349,2,Online,399
1300,2022-12-05,Fry Piece Biryani,Winter,329,1,Offline,329
1301,2022-09-28,Dum Biryani,Rainy,299,1,Online,349
1302,2023-04-27,Paneer Biryani,Summer,319,1,Offline,319
1303,2023-01-27,Paneer Biryani,Winter,319,2,Offline,319
1304,2022-03-02,Joint Biryani,Summer,349,2,Online,399
1305,2023-08-04,Moghlai Biryani,Rainy,349,1,Online,399
1306,2023-06-12,Moghlai Biryani,Rainy,349,1,Offline,349
1307,2023-01-10,Joint Biryani,Winter,349,3,Offline,349
1308,2023-08-13,Pot Biryani,Rainy,399,3,Online,449
1309,2022-02-04,Moghlai Biryani,Winter,349,1,Online,399
1310,2023-03-02,Lollipop Biryani,Summer,329,3,Offline,329
1311,2023-04-12,Fry Piece Biryani,Summer,329,3,Online,379
1312,2023-03-04,Mini Meals,Summer,80,1,Offline,80
1313,2022-08-07,Full Meals,Rainy,120,2,Offline,120
1314,2022-11-24,Mini Meals,Winter,80,2,Offline,80
1315,2022-12-10,Paneer Biryani,Winter,319,3,Offline,319
1316,2023-08-02,Moghlai Biryani,Rainy,349,2,Offline,349
